MUNCODMUN;"MUNNOMMUN";CALCODCAL;"CALCODSIG";"CALNOMCAL";"CALNOMCOR"
44;"OVIEDO                                            ";1710;"LUGAR";"LABERU                                            ";"LABERU                   "
44;"OVIEDO                                            ";3003;"LUGAR";"LADINES                                           ";"LADINES                  "
44;"OVIEDO                                            ";251;"CALLE";"LAGO ENOL                                         ";"LAGO ENOL                "
44;"OVIEDO                                            ";619;"PLAZA";"LAGO ENOL                                         ";"LAGO ENOL                "
44;"OVIEDO                                            ";252;"PLAZA";"LAGOS DE SOMIEDO                                  ";"LAGOS DE SOMIEDO         "
44;"OVIEDO                                            ";3506;"LUGAR";"LAGRA                                             ";"LAGRA                    "
44;"OVIEDO                                            ";1104;"LUGAR";"LAMPAJUA                                          ";"LAMPAJUA                 "
44;"OVIEDO                                            ";904;"LUGAR";"LAMPAYA                                           ";"LAMPAYA                  "
44;"OVIEDO                                            ";4029;"CALLE";"LANGREO                                           ";"LANGREO                  "
44;"OVIEDO                                            ";4154;"PLAZA";"LAS PELAYAS                                       ";"LAS PELAYAS              "
44;"OVIEDO                                            ";804;"LUGAR";"LATORES                                           ";"LATORES                  "
44;"OVIEDO                                            ";1736;"LUGAR";"LAVAYOS                                           ";"LAVAYOS                  "
44;"OVIEDO                                            ";3004;"LUGAR";"LAVIADA                                           ";"LAVIADA                  "
44;"OVIEDO                                            ";4030;"CALLE";"LAVIANA                                           ";"LAVIANA                  "
44;"OVIEDO                                            ";4031;"CALLE";"LENA                                              ";"LENA                     "
44;"OVIEDO                                            ";253;"AVDA ";"LEON DE                                           ";"LEON DE                  "
44;"OVIEDO                                            ";254;"CALLE";"LEON Y ESCOSURA                                   ";"LEON Y ESCOSURA          "
44;"OVIEDO                                            ";255;"CALLE";"LEOPOLDO ALAS                                     ";"LEOPOLDO ALAS            "
44;"OVIEDO                                            ";256;"CALLE";"LEPANTO                                           ";"LEPANTO                  "
44;"OVIEDO                                            ";750;"CALLE";"LES MATUQUES                                      ";"LES MATUQUES             "
44;"OVIEDO                                            ";257;"PLAZA";"LIBERTAD DE LA                                    ";"LIBERTAD DE LA           "
44;"OVIEDO                                            ";258;"CALLE";"LILA                                              ";"LILA                     "
44;"OVIEDO                                            ";909;"LUGAR";"LILLO                                             ";"LILLO                    "
44;"OVIEDO                                            ";1816;"LUGAR";"LIMANES                                           ";"LIMANES                  "
44;"OVIEDO                                            ";2406;"LUGAR";"LINCADO                                           ";"LINCADO                  "
44;"OVIEDO                                            ";781;"AVDA ";"LISBOA DE                                         ";"LISBOA DE                "
44;"OVIEDO                                            ";805;"LUGAR";"LLAGU EL                                          ";"LLAGU EL                 "
44;"OVIEDO                                            ";2511;"LUGAR";"LLAMA LA                                          ";"LLAMA LA                 "
44;"OVIEDO                                            ";1208;"LUGAR";"LLAMAOSCURA-MANJOYA                               ";"LLAMAOSCURA-MANJOYA      "
44;"OVIEDO                                            ";270;"CALLE";"LLAMAQUIQUE                                       ";"LLAMAQUIQUE              "
44;"OVIEDO                                            ";2813;"LUGAR";"LLAMAS                                            ";"LLAMAS                   "
44;"OVIEDO                                            ";1506;"LUGAR";"LLANA LA-NAVES                                    ";"LLANA LA-NAVES           "
44;"OVIEDO                                            ";2207;"LUGAR";"LLANA-PINTORIA                                    ";"LLANA-PINTORIA           "
44;"OVIEDO                                            ";1712;"LUGAR";"LLANDELLENA DE ABAJO                              ";"LLANDELLENA DE ABAJO     "
44;"OVIEDO                                            ";1713;"LUGAR";"LLANDELLENA DE ARRIBA                             ";"LLANDELLENA DE ARRIBA    "
44;"OVIEDO                                            ";4032;"CALLE";"LLANERA                                           ";"LLANERA                  "
44;"OVIEDO                                            ";1507;"LUGAR";"LLANEZA                                           ";"LLANEZA                  "
44;"OVIEDO                                            ";3507;"LUGAR";"LLANO                                             ";"LLANO                    "
44;"OVIEDO                                            ";1508;"LUGAR";"LLANO DEL RIO                                     ";"LLANO DEL RIO            "
44;"OVIEDO                                            ";905;"LUGAR";"LLANO EL                                          ";"LLANO EL                 "
44;"OVIEDO                                            ";271;"CALLE";"LLANO PONTE                                       ";"LLANO PONTE              "
44;"OVIEDO                                            ";3623;"LUGAR";"LLANOS LOS                                        ";"LLANOS LOS               "
44;"OVIEDO                                            ";696;"CALLE";"LLAVIADA                                          ";"LLAVIADA                 "
44;"OVIEDO                                            ";2512;"LUGAR";"LLORAL LA                                         ";"LLORAL LA                "
44;"OVIEDO                                            ";2542;"LUGAR";"LLORALINA LA                                      ";"LLORALINA LA             "
44;"OVIEDO                                            ";1305;"LUGAR";"LLOSA LA-MANZANEDA                                ";"LLOSA LA-MANZANEDA       "
44;"OVIEDO                                            ";1730;"LUGAR";"LLOSA LA-OLLONIEGO                                ";"LLOSA LA-OLLONIEGO       "
44;"OVIEDO                                            ";1511;"LUGAR";"LLOSONA-NAVES                                     ";"LLOSONA-NAVES            "
44;"OVIEDO                                            ";3205;"LUGAR";"LLOVERA                                           ";"LLOVERA                  "
44;"OVIEDO                                            ";259;"CALLE";"LOGROÑO                                           ";"LOGROÑO                  "
44;"OVIEDO                                            ";286;"CALLE";"LOLA MATEOS                                       ";"LOLA MATEOS              "
44;"OVIEDO                                            ";385;"LUGAR";"LOMA DE PANDO                                     ";"LOMA DE PANDO            "
44;"OVIEDO                                            ";261;"PLAZA";"LONGORIA CARBAJAL                                 ";"LONGORIA CARBAJAL        "
44;"OVIEDO                                            ";262;"CALLE";"LOPE DE VEGA                                      ";"LOPE DE VEGA             "
44;"OVIEDO                                            ";263;"CALLE";"LOPEZ DEL VALLADO                                 ";"LOPEZ DEL VALLADO        "
44;"OVIEDO                                            ";264;"CALLE";"LORENZO ABRUÑEDO                                  ";"LORENZO ABRUÑEDO         "
44;"OVIEDO                                            ";1105;"LUGAR";"LORIANA                                           ";"LORIANA                  "
44;"OVIEDO                                            ";1116;"LUGAR";"LOTERO                                            ";"LOTERO                   "
44;"OVIEDO                                            ";1106;"LUGAR";"LUBRIO                                            ";"LUBRIO                   "
44;"OVIEDO                                            ";630;"CALLE";"LUCAS RODRIGUEZ-PIRE                              ";"LUCAS RODRIGUEZ-PIRE     "
44;"OVIEDO                                            ";3005;"LUGAR";"LUGARIN                                           ";"LUGARIN                  "
44;"OVIEDO                                            ";3610;"LUGAR";"LUGIDO                                            ";"LUGIDO                   "
44;"OVIEDO                                            ";4087;"CALLE";"LUIS A. FUEYO                                     ";"LUIS A. FUEYO            "
44;"OVIEDO                                            ";4017;"PLAZA";"LUIS ARRONES                                      ";"LUIS ARRONES             "
44;"OVIEDO                                            ";265;"CALLE";"LUIS BRAILLE                                      ";"LUIS BRAILLE             "
44;"OVIEDO                                            ";737;"PLAZA";"LUIS ESTRADA GONZALEZ                             ";"LUIS ESTRADA GONZALEZ    "
44;"OVIEDO                                            ";632;"CALLE";"LUIS FERNANDEZ CASTAÑON                           ";"LUIS FERNANDEZ CASTAÑON  "
44;"OVIEDO                                            ";4003;"PLAZA";"LUIS FERNANDEZ CORONADO                           ";"LUIS FERNANDEZ CORONADO  "
44;"OVIEDO                                            ";4116;"CALLE";"LUIS GRACIA IBERNI                                ";"LUIS GRACIA IBERNI       "
44;"OVIEDO                                            ";4160;"CALLE";"LUIS JOSE DE AVILA FERNANDEZ                      ";"LUIS JOSE DE AVILA FDEZ  "
44;"OVIEDO                                            ";4163;"CALLE";"LUIS MARIA FERNANDEZ CANTELI                      ";"LUIS MARIA FDEZ CANTELI  "
44;"OVIEDO                                            ";4161;"CALLE";"LUIS MARTINEZ NOVAL                               ";"LUIS MARTINEZ NOVAL      "
44;"OVIEDO                                            ";267;"CALLE";"LUIS MUÑIZ                                        ";"LUIS MUÑIZ               "
44;"OVIEDO                                            ";675;"CALLE";"LUIS OREJAS CANSECO                               ";"LUIS OREJAS CANSECO      "
44;"OVIEDO                                            ";760;"CALLE";"LUIS RIERA POSADA                                 ";"LUIS RIERA POSADA        "
44;"OVIEDO                                            ";268;"PLAZA";"LUIS RUIZ DE LA PEÑA                              ";"LUIS RUIZ DE LA PEÑA     "
44;"OVIEDO                                            ";582;"CALLE";"LUIS SUAREZ XIMIELGA                              ";"LUIS SUAREZ XIMIELGA     "
44;"OVIEDO                                            ";269;"CALLE";"LUNA LA                                           ";"LUNA LA                  "
44;"OVIEDO                                            ";2005;"LUGAR";"LUSIELLA                                          ";"LUSIELLA                 "
44;"OVIEDO                                            ";782;"CALLE";"LUXEMBURGO                                        ";"LUXEMBURGO               "
44;"OVIEDO                                            ";272;"CALLE";"MADRE TERESA JORNET                               ";"MADRE TERESA JORNET      "
44;"OVIEDO                                            ";273;"CALLE";"MADRESELVAS LAS                                   ";"MADRESELVAS LAS          "
44;"OVIEDO                                            ";4015;"PLAZA";"MADRID                                            ";"MADRID                   "
44;"OVIEDO                                            ";103;"CALLE";"MAESTRAS DE LA REPUBLICA                          ";"MAESTRAS DE LA REPUBLICA "
44;"OVIEDO                                            ";699;"CALLE";"MAESTRO DON MARCIANO                              ";"MAESTRO DON MARCIANO     "
44;"OVIEDO                                            ";2818;"CALLE";"MAESTRO LARROSA                                   ";"MAESTRO LARROSA          "
44;"OVIEDO                                            ";693;"PLAZA";"MAESTROS DE LOS                                   ";"MAESTROS DE LOS          "
44;"OVIEDO                                            ";274;"CALLE";"MAGDALENA                                         ";"MAGDALENA                "
44;"OVIEDO                                            ";4144;"PLAZA";"MAGDALENA DE ULLOA                                ";"MAGDALENA DE ULLOA       "
44;"OVIEDO                                            ";773;"CALLE";"MAGIN BERENGUER ALONSO                            ";"MAGIN BERENGUER ALONSO   "
44;"OVIEDO                                            ";275;"CALLE";"MAGNOLIAS LAS                                     ";"MAGNOLIAS LAS            "
44;"OVIEDO                                            ";2513;"LUGAR";"MAJA LA                                           ";"MAJA LA                  "
44;"OVIEDO                                            ";276;"CALLE";"MALATERIA LA                                      ";"MALATERIA LA             "
44;"OVIEDO                                            ";1107;"LUGAR";"MALPICA-LORIANA                                   ";"MALPICA-LORIANA          "
44;"OVIEDO                                            ";1714;"LUGAR";"MALPICA-OLLONIEGO                                 ";"MALPICA-OLLONIEGO        "
44;"OVIEDO                                            ";4022;"PLAZA";"MANOLO DIAZ                                       ";"MANOLO DIAZ              "
44;"OVIEDO                                            ";687;"CALLE";"MANOLO PONTEO                                     ";"MANOLO PONTEO            "
44;"OVIEDO                                            ";4170;"CALLE";"MANUEL CRESPO                                     ";"MANUEL CRESPO            "
44;"OVIEDO                                            ";277;"CALLE";"MANUEL CUETO GUISASOLA                            ";"MANUEL CUETO GUISASOLA   "
44;"OVIEDO                                            ";278;"CALLE";"MANUEL DE FALLA                                   ";"MANUEL DE FALLA          "
44;"OVIEDO                                            ";564;"CALLE";"MANUEL DEL FRESNO                                 ";"MANUEL DEL FRESNO        "
44;"OVIEDO                                            ";738;"PLAZA";"MANUEL DIAZ ALVAREZ                               ";"MANUEL DIAZ ALVAREZ      "
44;"OVIEDO                                            ";279;"CALLE";"MANUEL ESTRADA                                    ";"MANUEL ESTRADA           "
44;"OVIEDO                                            ";571;"CALLE";"MANUEL FERNANDEZ AVELLO                           ";"MANUEL FERNANDEZ AVELLO  "
44;"OVIEDO                                            ";659;"PQUE ";"MANUEL FERNANDEZ RODRIGUEZ                        ";"MANUEL FDEZ. RODRIGUEZ   "
44;"OVIEDO                                            ";10;"CALLE";"MANUEL GARCIA CONDE                               ";"MANUEL GARCIA CONDE      "
44;"OVIEDO                                            ";4093;"PLAZA";"MANUEL HERRERO ZUMALACARREGUI                     ";"MANUEL HERRERO ZUMALACARR"
44;"OVIEDO                                            ";280;"CALLE";"MANUEL LLANEZA                                    ";"MANUEL LLANEZA           "
44;"OVIEDO                                            ";281;"CALLE";"MANUEL PEDREGAL                                   ";"MANUEL PEDREGAL          "
44;"OVIEDO                                            ";4155;"CALLE";"MANUEL VIGIL MONTOTO                              ";"MANUEL VIGIL MONTOTO     "
44;"OVIEDO                                            ";1302;"LUGAR";"MANZANEDA                                         ";"MANZANEDA                "
44;"OVIEDO                                            ";3325;"CALLE";"MANZANILLA                                        ";"MANZANILLA               "
44;"OVIEDO                                            ";282;"PSAJE";"MANZANOS LOS                                      ";"MANZANOS LOS             "
44;"OVIEDO                                            ";283;"AVDA ";"MAR DEL                                           ";"MAR DEL                  "
44;"OVIEDO                                            ";284;"CALLE";"MARCELINO FERNANDEZ                               ";"MARCELINO FERNANDEZ      "
44;"OVIEDO                                            ";285;"CALLE";"MARCELINO SUAREZ                                  ";"MARCELINO SUAREZ         "
44;"OVIEDO                                            ";287;"CALLE";"MARIA ANDALLON                                    ";"MARIA ANDALLON           "
44;"OVIEDO                                            ";165;"CALLE";"MARIA XOSEFA CANELLADA                            ";"MARIA XOSEFA CANELLADA   "
44;"OVIEDO                                            ";634;"PLAZA";"MARINO LEJARRETA                                  ";"MARINO LEJARRETA         "
44;"OVIEDO                                            ";563;"CALLE";"MARIO NUEVO                                       ";"MARIO NUEVO              "
44;"OVIEDO                                            ";289;"CALLE";"MARISCAL SOLIS                                    ";"MARISCAL SOLIS           "
44;"OVIEDO                                            ";290;"CALLE";"MARQUES DE GASTAÑAGA                              ";"MARQUES DE GASTAÑAGA     "
44;"OVIEDO                                            ";296;"CALLE";"MARQUES DE LA VEGA DE ANZO                        ";"MARQUES VEGA DE ANZO     "
44;"OVIEDO                                            ";291;"CALLE";"MARQUES DE MOHIAS                                 ";"MARQUES DE MOHIAS        "
44;"OVIEDO                                            ";292;"CALLE";"MARQUES DE PIDAL                                  ";"MARQUES DE PIDAL         "
44;"OVIEDO                                            ";293;"CALLE";"MARQUES DE SANTA CRUZ                             ";"MARQUES DE SANTA CRUZ    "
44;"OVIEDO                                            ";294;"CALLE";"MARQUES DE TEVERGA                                ";"MARQUES DE TEVERGA       "
44;"OVIEDO                                            ";295;"CALLE";"MARQUES DE VALERO DE URRIA                        ";"MARQUES DE VALERO URRIA  "
44;"OVIEDO                                            ";2704;"LUGAR";"MARTINEZ LA                                       ";"MARTINEZ LA              "
44;"OVIEDO                                            ";297;"CALLE";"MARTINEZ MARINA                                   ";"MARTINEZ MARINA          "
44;"OVIEDO                                            ";298;"CALLE";"MARTINEZ VIGIL                                    ";"MARTINEZ VIGIL           "
44;"OVIEDO                                            ";1844;"LUGAR";"MATAS LAS-CERDEÑO                                 ";"MATAS LAS-CERDEÑO        "
44;"OVIEDO                                            ";300;"CALLE";"MATEMATICO PEDRAYES                               ";"MATEMATICO PEDRAYES      "
44;"OVIEDO                                            ";645;"CALLE";"MATEO LLANA DIAZ-ESTEBANEZ                        ";"M. LLANA DIAZ-ESTEBANEZ  "
44;"OVIEDO                                            ";4150;"PLAZA";"MATILDE ESCORTELL PONSODA                         ";"MATILDE ESCORTELL PONSODA"
44;"OVIEDO                                            ";115;"CALLE";"MATILDE GARCIA DEL REAL                           ";"MATILDE GARCIA DEL REAL  "
44;"OVIEDO                                            ";131;"LUGAR";"MATORRA LA-VEGA DEL CRISTO                        ";"MATORRA LA-VEGA CRISTO   "
44;"OVIEDO                                            ";302;"CALLE";"MAXIMILIANO ARBOLEYA                              ";"MAXIMILIANO ARBOLEYA     "
44;"OVIEDO                                            ";303;"CALLE";"MAXIMO Y FROMESTANO                               ";"MAXIMO Y FROMESTANO      "
44;"OVIEDO                                            ";304;"CALLE";"MAYORAZU                                          ";"MAYORAZU                 "
44;"OVIEDO                                            ";2514;"LUGAR";"MAZAS LAS                                         ";"MAZAS LAS                "
44;"OVIEDO                                            ";4000;"CALLE";"MEDIA LEGUA LA                                    ";"MEDIA LEGUA LA           "
44;"OVIEDO                                            ";1209;"LUGAR";"MEDIO EL                                          ";"MEDIO EL                 "
44;"OVIEDO                                            ";305;"CALLE";"MEJICO                                            ";"MEJICO                   "
44;"OVIEDO                                            ";2415;"LUGAR";"MELANDRERO                                        ";"MELANDRERO               "
44;"OVIEDO                                            ";306;"CALLE";"MELQUIADES ALVAREZ                                ";"MELQUIADES ALVAREZ       "
44;"OVIEDO                                            ";565;"CALLE";"MELQUIADES CABAL                                  ";"MELQUIADES CABAL         "
44;"OVIEDO                                            ";307;"CALLE";"MENDIZABAL                                        ";"MENDIZABAL               "
44;"OVIEDO                                            ";308;"CALLE";"MENENDEZ Y PELAYO                                 ";"MENENDEZ Y PELAYO        "
44;"OVIEDO                                            ";3625;"LUGAR";"MERCADIN                                          ";"MERCADIN                 "
44;"OVIEDO                                            ";1213;"BARRO";"MERCED LA                                         ";"MERCED LA                "
44;"OVIEDO                                            ";3108;"LUGAR";"MEREDAL EL                                        ";"MEREDAL EL               "
44;"OVIEDO                                            ";3621;"LUGAR";"MESON EL                                          ";"MESON EL                 "
44;"OVIEDO                                            ";1613;"LUGAR";"MESTAS LAS                                        ";"MESTAS LAS               "
44;"OVIEDO                                            ";4033;"CALLE";"MIERES                                            ";"MIERES                   "
44;"OVIEDO                                            ";311;"CALLE";"MIGUEL DE UNAMUNO                                 ";"MIGUEL DE UNAMUNO        "
44;"OVIEDO                                            ";651;"CALLE";"MIGUEL INDURAIN                                   ";"MIGUEL INDURAIN          "
44;"OVIEDO                                            ";312;"CALLE";"MILICIAS NACIONALES                               ";"MILICIAS NACIONALES      "
44;"OVIEDO                                            ";3334;"LUGAR";"MINA                                              ";"MINA                     "
44;"OVIEDO                                            ";4012;"PLAZA";"MIRADOR AL ARAMO                                  ";"MIRADOR AL ARAMO         "
44;"OVIEDO                                            ";1742;"LUGAR";"MIRANDA LA                                        ";"MIRANDA LA               "
44;"OVIEDO                                            ";754;"CALLE";"MOLIN DE PACHON                                   ";"MOLIN DE PACHON          "
44;"OVIEDO                                            ";755;"CALLE";"MOLIN EL TORO                                     ";"MOLIN EL TORO            "
44;"OVIEDO                                            ";751;"CALLE";"MOLIN LA CASUCA                                   ";"MOLIN LA CASUCA          "
44;"OVIEDO                                            ";753;"CALLE";"MOLIN LA FRERA                                    ";"MOLIN LA FRERA           "
44;"OVIEDO                                            ";752;"CALLE";"MOLIN LOS CAÑALES                                 ";"MOLIN LOS CAÑALES        "
44;"OVIEDO                                            ";1108;"LUGAR";"MOLINA-LORIANA                                    ";"MOLINA-LORIANA           "
44;"OVIEDO                                            ";2901;"LUGAR";"MOLINA-TRUBIA                                     ";"MOLINA-TRUBIA            "
44;"OVIEDO                                            ";2834;"CMNO ";"MOLINO DEL                                        ";"MOLINO DEL               "
44;"OVIEDO                                            ";3102;"LUGAR";"MOLINO EL                                         ";"MOLINO EL                "
44;"OVIEDO                                            ";4001;"CALLE";"MOLINOS DE SINICIO                                ";"MOLINOS DE SINICIO       "
44;"OVIEDO                                            ";2553;"LUGAR";"MOMAYOR                                           ";"MOMAYOR                  "
44;"OVIEDO                                            ";313;"CALLE";"MON                                               ";"MON                      "
44;"OVIEDO                                            ";1715;"LUGAR";"MONEGRO                                           ";"MONEGRO                  "
44;"OVIEDO                                            ";352;"CALLE";"MONSEÑOR OSCAR ARNULFO ROMERO                     ";"M. OSCAR ARNULFO ROMERO  "
44;"OVIEDO                                            ";640;"PLAZA";"MONTAÑEROS VETUSTA                                ";"MONTAÑEROS VETUSTA       "
44;"OVIEDO                                            ";1008;"LUGAR";"MONTE                                             ";"MONTE                    "
44;"OVIEDO                                            ";639;"URB  ";"MONTE ALTO                                        ";"MONTE ALTO               "
44;"OVIEDO                                            ";314;"CALLE";"MONTE AUSEVA                                      ";"MONTE AUSEVA             "
44;"OVIEDO                                            ";316;"CALLE";"MONTE CERRAU                                      ";"MONTE CERRAU             "
44;"OVIEDO                                            ";608;"BARRO";"MONTE DEL-CONCINOS                                ";"MONTE DEL-CONCINOS       "
44;"OVIEDO                                            ";1612;"LUGAR";"MONTE EL-NORA                                     ";"MONTE EL-NORA            "
44;"OVIEDO                                            ";2905;"LUGAR";"MONTE EL-UDRION                                   ";"MONTE EL-UDRION          "
44;"OVIEDO                                            ";317;"CALLE";"MONTE GAMONAL                                     ";"MONTE GAMONAL            "
44;"OVIEDO                                            ";2823;"LUGAR";"MONTE NALON                                       ";"MONTE NALON              "
44;"OVIEDO                                            ";1811;"LUGAR";"MONTERREY                                         ";"MONTERREY                "
44;"OVIEDO                                            ";318;"CALLE";"MONTES DEL ARAMO                                  ";"MONTES DEL ARAMO         "
44;"OVIEDO                                            ";319;"CALLE";"MONTES DEL SUEVE                                  ";"MONTES DEL SUEVE         "
44;"OVIEDO                                            ";817;"CALLE";"MONTICU DE OLIVARES EL                            ";"MONTICU DE OLIVARES EL   "
44;"OVIEDO                                            ";320;"CALLE";"MONTICU EL                                        ";"MONTICU EL               "
44;"OVIEDO                                            ";321;"AVDA ";"MONUMENTOS DE LOS                                 ";"MONUMENTOS DE LOS        "
44;"OVIEDO                                            ";2904;"LUGAR";"MORAL LA                                          ";"MORAL LA                 "
44;"OVIEDO                                            ";2205;"LUGAR";"MORAN                                             ";"MORAN                    "
44;"OVIEDO                                            ";4034;"CALLE";"MORCIN                                            ";"MORCIN                   "
44;"OVIEDO                                            ";3612;"LUGAR";"MORENTE                                           ";"MORENTE                  "
44;"OVIEDO                                            ";1831;"LUGAR";"MOREO                                             ";"MOREO                    "
44;"OVIEDO                                            ";1716;"LUGAR";"MORTERA LA                                        ";"MORTERA LA               "
44;"OVIEDO                                            ";322;"CALLE";"MUERDAGO                                          ";"MUERDAGO                 "
44;"OVIEDO                                            ";2412;"LUGAR";"MUNIELLO                                          ";"MUNIELLO                 "
44;"OVIEDO                                            ";323;"CALLE";"MUÑOZ DEGRAIN                                     ";"MUÑOZ DEGRAIN            "
44;"OVIEDO                                            ";3340;"LUGAR";"MURIELLA LA                                       ";"MURIELLA LA              "
44;"OVIEDO                                            ";324;"CALLE";"MURILLO                                           ";"MURILLO                  "
44;"OVIEDO                                            ";800;"CALLE";"MUROS DEL NALON                                   ";"MUROS DEL NALON          "
44;"OVIEDO                                            ";325;"CALLE";"NACHIN DE NACHA                                   ";"NACHIN DE NACHA          "
44;"OVIEDO                                            ";1407;"LUGAR";"NARANCO                                           ";"NARANCO                  "
44;"OVIEDO                                            ";327;"CALLE";"NARANJO DE BULNES                                 ";"NARANJO DE BULNES        "
44;"OVIEDO                                            ";328;"CALLE";"NARCISO HERNANDEZ VAQUERO                         ";"NARCISO HERNANDEZ VAQUERO"
44;"OVIEDO                                            ";4035;"CALLE";"NAVA                                              ";"NAVA                     "
44;"OVIEDO                                            ";2515;"LUGAR";"NAVALIEGA                                         ";"NAVALIEGA                "
44;"OVIEDO                                            ";1509;"LUGAR";"NAVES                                             ";"NAVES                    "
44;"OVIEDO                                            ";797;"CALLE";"NAVIA                                             ";"NAVIA                    "
44;"OVIEDO                                            ";329;"PSAJE";"NEGRILLOS LOS                                     ";"NEGRILLOS LOS            "
44;"OVIEDO                                            ";1215;"LUGAR";"NEVERA LA                                         ";"NEVERA LA                "
44;"OVIEDO                                            ";330;"CALLE";"NICOLAS SORIA                                     ";"NICOLAS SORIA            "
44;"OVIEDO                                            ";331;"CALLE";"NICOLAS Y PEPIN RIVERO                            ";"NICOLAS Y PEPIN RIVERO   "
44;"OVIEDO                                            ";2516;"LUGAR";"NIEVARES                                          ";"NIEVARES                 "
44;"OVIEDO                                            ";4112;"PLAZA";"NIEVES FERNANDEZ PLANAS                           ";"NIEVES FERNANDEZ PLANAS  "
44;"OVIEDO                                            ";767;"PLAZA";"NOCEDA LA                                         ";"NOCEDA LA                "
44;"OVIEDO                                            ";555;"CALLE";"NOEL LLOPIS LLADO                                 ";"NOEL LLOPIS LLADO        "
44;"OVIEDO                                            ";332;"PSAJE";"NOGALES LOS                                       ";"NOGALES LOS              "
44;"OVIEDO                                            ";1812;"LUGAR";"NONIN                                             ";"NONIN                    "
44;"OVIEDO                                            ";4023;"PQUE ";"NORA                                              ";"NORA                     "
44;"OVIEDO                                            ";3006;"LUGAR";"NORA                                              ";"NORA                     "
44;"OVIEDO                                            ";771;"CALLE";"NOREÑA                                            ";"NOREÑA                   "
44;"OVIEDO                                            ";3613;"LUGAR";"NOVALES                                           ";"NOVALES                  "
44;"OVIEDO                                            ";766;"PQUE ";"NUEVA CORREDORIA                                  ";"NUEVA CORREDORIA         "
44;"OVIEDO                                            ";333;"CALLE";"NUEVE DE MAYO                                     ";"NUEVE DE MAYO            "
44;"OVIEDO                                            ";1853;"CALLE";"OBDULIA ALVAREZ ""LA BUSDONGA""                     ";"OBDULIA ALVAREZ ""BUSDONGA"
44;"OVIEDO                                            ";335;"CALLE";"OBISPO MANUEL FERNANDEZ CASTRO                    ";"OBISPO MANUEL FDEZ CASTRO"
44;"OVIEDO                                            ";336;"PLAZA";"OCCIDENTE                                         ";"OCCIDENTE                "
44;"OVIEDO                                            ";4103;"PLAZA";"OLIMPICA                                          ";"OLIMPICA                 "
44;"OVIEDO                                            ";818;"AVDA ";"OLIVARES                                          ";"OLIVARES                 "
44;"OVIEDO                                            ";337;"LUGAR";"OLIVARES                                          ";"OLIVARES                 "
44;"OVIEDO                                            ";591;"CTRA ";"OLIVARES                                          ";"OLIVARES                 "
44;"OVIEDO                                            ";592;"LUGAR";"OLIVARES LA TORRE                                 ";"OLIVARES LA TORRE        "
44;"OVIEDO                                            ";644;"URB  ";"OLIVARES (NO OFICIAL)                             ";"OLIVARES (NO OFICIAL)    "
44;"OVIEDO                                            ";3107;"CTRA ";"OLLONIEGO A TUDELA VEGUIN                         ";"OLLONIEGO A TUDELA VEGUIN"
44;"OVIEDO                                            ";2517;"LUGAR";"OMEDO                                             ";"OMEDO                    "
44;"OVIEDO                                            ";4072;"PLAZA";"ONCE                                              ";"ONCE                     "
44;"OVIEDO                                            ";338;"CALLE";"ORDOÑO I                                          ";"ORDOÑO I                 "
44;"OVIEDO                                            ";579;"CALLE";"ORLANDO PELAYO                                    ";"ORLANDO PELAYO           "
44;"OVIEDO                                            ";4143;"CALLE";"ORLANDO SANZ ALVAREZ                              ";"ORLANDO SANZ ALVAREZ     "
44;"OVIEDO                                            ";339;"CALLE";"ORTEGA Y GASSET                                   ";"ORTEGA Y GASSET          "
44;"OVIEDO                                            ";4172;"PQUE ";"OSCAR GONZALEZ ALVAREZ                            ";"OSCAR GONZALEZ ALVAREZ   "
44;"OVIEDO                                            ";340;"CALLE";"OSCURA                                            ";"OSCURA                   "
44;"OVIEDO                                            ";341;"CALLE";"OSO EL                                            ";"OSO EL                   "
44;"OVIEDO                                            ";342;"CALLE";"OTERO                                             ";"OTERO                    "
44;"OVIEDO                                            ";343;"PLAZA";"OTERO                                             ";"OTERO                    "
44;"OVIEDO                                            ";597;"LUGAR";"OTERO CASAS DE VICTOR                             ";"OTERO CASAS DE VICTOR    "
44;"OVIEDO                                            ";2518;"LUGAR";"OTERUELO                                          ";"OTERUELO                 "
44;"OVIEDO                                            ";3508;"LUGAR";"OTURA                                             ";"OTURA                    "
44;"OVIEDO                                            ";2543;"CTRA ";"OVIEDO                                            ";"OVIEDO                   "
44;"OVIEDO                                            ";4166;"PLAZA";"OVIEDO MODERNO, C.F. FEMENINO                     ";"OVIEDO MODERNO, C.F. FEME"
44;"OVIEDO                                            ";711;"GRUP ";"PABELLONES SOTO ABAJO                             ";"PABELLONES SOTO ABAJO    "
44;"OVIEDO                                            ";746;"CALLE";"PABLO ALONSO RATO                                 ";"PABLO ALONSO RATO        "
44;"OVIEDO                                            ";587;"PASEO";"PABLO IGLESIAS DE                                 ";"PABLO IGLESIAS DE        "
44;"OVIEDO                                            ";4168;"CALLE";"PACO LA FUENTE                                    ";"PACO LA FUENTE           "
44;"OVIEDO                                            ";3614;"LUGAR";"PADERNI                                           ";"PADERNI                  "
44;"OVIEDO                                            ";344;"CALLE";"PADRE ALLER                                       ";"PADRE ALLER              "
44;"OVIEDO                                            ";345;"CALLE";"PADRE BUENAVENTURA PAREDES                        ";"P. BUENAVENTURA PAREDES  "
