MUNCODMUN;"MUNNOMMUN";CALCODCAL;"CALCODSIG";"CALNOMCAL";"CALNOMCOR"
44;"OVIEDO                                            ";3103;"LUGAR";"QUINTANIELLA                                      ";"QUINTANIELLA             "
44;"OVIEDO                                            ";4016;"CALLE";"QUIROS                                            ";"QUIROS                   "
44;"OVIEDO                                            ";404;"CALLE";"RAFAEL ALTAMIRA                                   ";"RAFAEL ALTAMIRA          "
44;"OVIEDO                                            ";4138;"PQUE ";"RAFAEL CUARTAS                                    ";"RAFAEL CUARTAS           "
44;"OVIEDO                                            ";674;"CALLE";"RAFAEL FERNANDEZ                                  ";"RAFAEL FERNANDEZ         "
44;"OVIEDO                                            ";406;"CALLE";"RAFAEL MARIA DE LABRA                             ";"RAFAEL MARIA DE LABRA    "
44;"OVIEDO                                            ";736;"CALLE";"RAFAEL R. URRUSTI                                 ";"RAFAEL R. URRUSTI        "
44;"OVIEDO                                            ";407;"CALLE";"RAFAEL SARANDESES                                 ";"RAFAEL SARANDESES        "
44;"OVIEDO                                            ";733;"PLAZA";"RAFAEL SOMOANO BERDASCO                           ";"RAFAEL SOMOANO BERDASCO  "
44;"OVIEDO                                            ";408;"CALLE";"RAMIRO I                                          ";"RAMIRO I                 "
44;"OVIEDO                                            ";2825;"CALLE";"RAMON LOPEZ                                       ";"RAMON LOPEZ              "
44;"OVIEDO                                            ";1214;"AVDA ";"RAMON PANDIELLO                                   ";"RAMON PANDIELLO          "
44;"OVIEDO                                            ";409;"CALLE";"RAMON PRIETO BANCES                               ";"RAMON PRIETO BANCES      "
44;"OVIEDO                                            ";743;"CALLE";"RAMON ROMEA                                       ";"RAMON ROMEA              "
44;"OVIEDO                                            ";410;"CALLE";"RAMON Y CAJAL                                     ";"RAMON Y CAJAL            "
44;"OVIEDO                                            ";2835;"CLLON";"RAMOS                                             ";"RAMOS                    "
44;"OVIEDO                                            ";2903;"LUGAR";"RAMPLA LA                                         ";"RAMPLA LA                "
